uptime_ms,temp_c,load
248837,24.798,0
249837,24.798,0
250838,24.798,0
251838,24.798,0
252838,24.798,0
253838,24.330,0
254838,24.798,0
255838,24.798,0
256838,24.798,0
257839,24.798,0
258839,24.798,0
259839,25.266,0
260839,24.798,0
261839,24.798,0
262839,24.798,0
263839,24.798,0
264840,24.798,0
265840,24.798,0
266840,25.266,0
267840,24.798,0
268840,24.798,0
269840,24.798,0
270840,24.798,0
271841,24.798,0
272841,24.798,0
273841,24.798,0
274841,24.798,0
275841,24.798,0
276841,24.330,0
277841,24.798,0
278841,25.266,0
279842,24.798,0
280842,25.266,0
281842,24.798,0
282842,24.798,0
283842,24.798,0
284842,24.798,0
285842,24.798,0
286843,24.798,0
287843,24.798,0
288843,25.266,0
289843,24.798,0
290843,24.798,0
291843,24.798,0
292843,24.798,0
293843,24.798,0
294844,24.798,0
295844,24.798,0
296844,24.798,0
297844,24.798,0
298844,25.266,0
299844,24.798,0
300844,24.798,0
301845,24.798,0
302845,24.798,0
303845,24.798,0
304845,25.266,0
305845,24.798,0
306845,25.266,0
307845,24.798,0
308846,25.266,0
309846,24.798,0
310846,25.266,0
311846,24.798,0
312846,24.798,0
313846,24.798,0
314846,24.798,0
315847,24.798,0
316847,25.266,0
317847,24.798,0
318847,24.798,0
319847,24.798,0
320847,25.266,0
321847,24.798,0
322847,25.266,0
323848,24.798,0
324848,24.798,0
325848,24.798,0
326848,24.798,0
327848,24.798,0
328848,25.266,0
329848,25.266,0
330849,24.798,0
331849,25.266,0
332849,24.798,0
333849,24.798,0
334849,24.798,0
335849,24.798,0
336849,24.798,0
337850,25.266,0
338850,24.798,0
339850,24.798,0
340850,24.798,0
341850,25.734,0
342850,24.798,0
343850,24.798,0
344851,25.266,0
345851,25.266,0
346851,24.798,0
347851,25.266,0
348851,25.266,0
349851,24.798,0
350851,24.798,0
351851,25.266,0
352852,24.798,0
353852,24.798,0
354852,24.798,0
355852,24.798,0
356852,25.266,0
357852,24.798,0
358852,24.798,0
359853,24.798,0
360853,24.798,0
361853,24.798,0
362853,24.798,0
363853,24.798,0
364853,24.798,0
365853,24.798,0
366854,24.798,0
367854,24.798,0
368854,24.798,0
369854,24.798,0
370854,24.798,0
371854,24.798,0
372854,24.798,0
373854,24.798,0
374855,25.266,0
375855,24.798,0
376855,24.798,0
377855,24.798,0
378855,24.798,0
379855,24.798,0
380855,24.330,0
381856,24.798,0
382856,24.798,0
383856,24.798,0
384856,24.798,0
385856,24.798,0
386856,24.798,0
387856,24.798,0
388857,24.798,0
389857,24.798,0
390857,25.266,0
391857,24.798,0
392857,25.266,0
393857,25.266,0
394857,25.266,0
395858,25.266,0
396858,25.266,0
397858,24.798,0
398858,24.798,0
399858,24.798,0
400858,24.798,0
401858,24.798,0
402858,25.266,0
403859,24.798,0
404859,24.798,0
405859,25.266,0
406859,24.798,0
407859,25.266,0
408859,24.798,0
409859,25.266,0
410860,25.266,0
411860,24.798,0
412860,24.798,0
413860,25.266,0
414860,24.798,0
415860,24.798,0
416860,25.266,0
417861,24.798,0
418861,25.266,0
419861,25.266,0
420861,25.266,0
421861,24.798,0
422861,25.266,0
423861,25.266,0
424862,24.798,0
425862,25.266,0
426862,25.266,0
427862,25.266,0
428862,24.798,0
429862,25.266,0
430862,25.266,0
431862,24.798,0
432863,25.266,0
433863,25.266,0
434863,25.266,0
435863,25.266,0
436863,25.266,0
437863,25.266,0
438863,25.266,0
439864,25.266,0
440864,25.266,0
441864,24.798,0
442864,25.266,0
443864,24.798,0
444864,24.798,0
445864,25.266,0
446865,25.266,0
447865,25.266,0
448865,25.266,0
449865,24.798,0
450865,25.266,0
451865,24.798,0
452865,24.798,0
453866,25.266,0
454866,24.798,0
455866,25.266,0
456866,25.266,0
457866,25.266,0
458866,25.266,0
459866,25.266,0
460866,25.266,0
461867,24.798,0
462867,25.266,0
463867,25.266,0
464867,25.266,0
465867,25.266,0
466867,25.266,0
467867,24.798,0
468868,25.266,0
469868,24.798,0
470868,25.266,0
471868,25.266,0
472868,24.798,0
473868,25.266,0
474868,24.798,0
475869,25.266,0
476869,25.266,0
477869,25.266,0
478869,25.266,0
479869,25.266,0
480869,25.266,0
481869,25.266,0
482869,25.266,0
483870,25.266,0
484870,25.266,0
485870,25.266,0
486870,25.266,0
487870,25.266,0
488870,25.266,0
489870,25.266,0
490871,25.266,0
491871,25.266,0
492871,25.266,0
493871,25.266,0
494871,25.266,0
495871,25.266,0
496871,25.266,0
497872,25.266,0
498872,24.798,0
499872,24.798,0
500872,24.798,0
501872,24.798,0
502872,25.266,0
503872,25.266,0
504873,25.266,0
505873,25.266,0
506873,24.798,0
507873,25.266,0
508873,25.266,0
509873,25.266,0
510873,25.266,0
511874,25.266,0
512874,25.266,0
513874,25.266,0
514874,25.266,0
515874,25.266,0
516874,25.266,0
517874,24.798,0
518874,25.266,0
519875,25.266,0
520875,25.266,0
521875,25.266,0
522875,25.266,0
523875,25.266,0
524875,25.266,0
525875,25.266,0
526876,25.266,0
527876,25.266,0
528876,25.266,0
529876,25.266,0
530876,24.798,0
531876,25.266,0
532876,25.266,0
533877,25.266,0
534877,25.266,0
535877,25.266,0
536877,25.266,0
537877,25.266,0
538877,25.266,0
539877,25.266,0
540877,25.266,0
541878,25.266,0
542878,25.266,0
543878,25.266,0
544878,24.798,0
545878,25.266,0
546878,24.798,0
547878,25.266,0
548879,25.266,0
549879,25.266,0
550879,25.266,0
551879,25.266,0
552879,25.266,0
553879,25.266,0
554879,24.798,0
555880,25.266,0
556880,25.266,0
557880,25.266,0
558880,25.266,0
559880,25.266,0
560880,25.266,0
561880,25.266,0
562881,25.266,0
563881,25.266,0
564881,25.266,0
565881,25.266,0
566881,24.798,0
567881,25.266,0
568881,25.266,0
569882,25.266,0
570882,24.798,0
571882,24.798,0
572882,24.330,0
573882,25.266,0
574882,25.266,0
575882,25.266,0
576882,25.266,0
577883,25.266,0
578883,25.266,0
579883,25.266,0
580883,25.266,0
581883,25.266,0
582883,25.266,0
583883,25.266,0
584884,25.266,0
585884,25.266,0
586884,25.266,0
587884,25.266,0
588884,24.798,0
589884,25.266,0
590884,25.266,0
591885,24.798,0
592885,25.266,0
593885,25.266,0
594885,25.266,0
595885,25.266,0
596885,25.266,0
597885,24.798,0
598885,25.266,0
599886,25.266,0
600886,25.266,0
601886,25.266,0
602886,25.266,0
603886,25.266,0
604886,24.798,0
605886,24.798,0
606887,25.266,0
607887,25.266,0
608887,25.266,0
609887,25.266,0
610887,25.266,0
611887,25.266,1
613601,25.266,1
615314,25.266,1
617028,25.266,1
618742,26.202,1
620455,26.202,1
622169,25.266,1
623882,25.266,1
625596,25.734,1
627309,26.202,1
629023,25.266,1
630736,25.734,1
632450,25.734,1
634163,25.734,1
635877,25.734,1
637590,25.734,1
639304,26.202,1
641017,25.734,1
642731,26.202,1
644444,25.734,1
646158,25.734,1
647872,26.202,1
649585,25.266,1
651299,25.734,1
653012,26.202,1
654726,26.202,1
656439,25.734,1
658153,26.202,1
659866,25.266,1
661580,26.202,1
663293,25.734,1
665007,25.734,1
666720,26.202,1
668434,26.202,1
670147,26.202,1
671861,26.202,1
673575,25.734,1
675288,25.734,1
677002,26.202,1
678715,25.734,1
680429,26.202,1
682142,25.734,1
683856,25.734,1
685569,25.734,1
687283,25.734,1
688996,25.266,1
690710,25.734,1
692423,25.734,1
694137,26.202,1
695850,26.202,1
697564,25.734,1
699277,25.734,1
700991,25.734,1
702704,25.734,1
704418,25.734,1
706132,25.266,1
707845,26.202,1
709559,26.202,1
711272,25.266,1
712986,26.202,1
714699,26.202,1
716413,26.202,1
718126,25.734,1
719840,25.734,1
721553,26.202,1
723267,25.734,1
724980,26.202,1
726694,25.266,1
728407,25.734,1
730121,25.734,1
731835,25.734,1
733548,25.734,1
735262,26.202,1
736975,26.202,1
738689,25.266,1
740402,26.202,1
742116,25.734,1
743829,25.734,1
745543,26.202,1
747256,25.734,1
748970,26.202,1
750683,26.202,1
752397,25.734,1
754110,25.734,1
755824,25.734,1
757537,25.734,1
759251,25.734,1
760965,25.734,1
762678,25.734,1
764392,26.202,1
766105,25.734,1
767819,25.734,1
769532,25.734,1
771246,25.734,1
772959,25.734,1
774673,25.734,1
776386,25.734,1
778100,26.202,1
779813,26.202,1
781527,25.734,1
783240,25.734,1
784954,26.202,1
786668,26.202,1
788381,25.734,1
790095,25.734,1
791808,26.202,1
793522,25.734,1
795235,25.734,1
796949,26.202,1
798662,26.202,1
800376,26.202,1
802089,25.734,1
803803,25.734,1
805516,25.734,1
807230,25.734,1
808943,25.734,1
810657,25.266,1
812370,25.734,1
814084,26.202,1
815798,26.202,1
817511,26.202,1
819225,26.202,1
820938,26.202,1
822652,25.266,1
824365,25.734,1
826079,26.202,1
827792,26.202,1
829506,26.202,1
831219,25.734,1
832933,26.202,1
834646,26.202,1
836360,26.202,1
838073,25.734,1
839787,25.734,1
841500,26.202,1
843214,26.202,1
844928,26.202,1
846641,26.202,1
848355,26.202,1
850068,25.734,1
851782,26.202,1
853495,26.202,1
855209,25.734,1
856922,26.202,1
858636,26.202,1
860349,25.734,1
862063,25.734,1
863776,25.734,1
865490,26.202,1
867203,26.202,1
868917,26.202,1
870630,26.202,1
872344,26.202,1
874058,26.202,1
875771,25.734,1
877485,26.202,1
879198,26.202,1
880912,26.202,1
882625,26.202,1
884339,26.202,1
886052,25.734,1
887766,25.734,1
889479,26.202,1
891193,25.734,1
892906,26.202,1
894620,26.202,1
896333,26.202,1
898047,26.202,1
899760,26.202,1
901474,26.202,1
903188,26.202,1
904901,26.202,1
906615,26.202,1
908328,26.202,1
910042,26.202,1
911755,26.202,1
913469,26.202,1
915182,26.202,1
916896,26.202,1
918609,26.202,1
920323,26.202,1
922036,26.202,1
923750,25.734,1
925463,26.202,1
927177,26.202,1
928890,26.202,1
930604,26.202,1
932318,26.202,1
934031,26.202,1
935745,26.202,1
937458,26.202,1
939172,26.202,1
940885,26.202,1
942599,26.202,1
944312,26.202,1
946026,26.202,1
947739,26.202,1
949453,26.202,1
951166,26.202,1
952880,26.202,1
954593,25.734,1
956307,26.202,1
958020,26.202,1
959734,26.202,1
961448,26.202,1
963161,26.202,1
964875,26.202,1
966588,26.202,1
968302,26.202,1
970015,26.202,1
971729,26.202,1
973442,26.202,1
975156,26.202,1
976869,25.266,1
978583,26.202,1
980296,26.202,1
982010,26.202,1
983723,26.202,1
985437,26.202,1
987150,26.202,1
988864,26.202,1
990577,26.202,1
992291,26.202,1
994005,26.202,1
995718,26.670,1
997432,26.202,1
999145,26.202,1
1000859,26.202,1
1002572,26.202,1
1004286,26.202,1
1005999,26.202,1
1007713,26.202,1
1009426,26.202,1
1011140,26.202,1
1012853,26.202,1
1014567,26.202,1
1016280,26.202,1
1017994,26.202,1
1019707,26.202,1
1021421,26.202,1
1023135,26.202,1
1024848,26.202,1
1026562,26.202,1
1028275,26.202,1
1029989,26.202,1
1031702,26.202,1
1033416,26.202,1
1035129,26.202,1
1036843,26.202,1
1038556,26.202,1
1040270,26.202,1
1041983,26.202,1
1043697,26.202,1
1045410,26.202,1
1047124,26.202,1
1048838,26.202,1
1050551,26.202,1
1052265,26.202,1
1053978,26.202,1
1055692,26.202,1
1057405,26.202,1
1059119,26.202,1
1060832,26.202,1
1062546,26.202,1
1064259,26.202,1
1065973,26.670,1
1067686,26.202,1
1069400,26.202,1
1071113,26.202,1
1072827,26.670,1
1074540,26.202,1
1076254,26.202,1
1077967,26.670,1
1079681,26.202,1
1081395,26.202,1
1083108,26.202,1
1084822,26.202,1
1086535,26.202,1
1088249,26.202,1
1089962,26.202,1
1091676,26.202,1
1093389,26.202,1
1095103,26.202,1
1096816,26.202,1
1098530,26.202,1
1100243,26.202,1
1101957,26.202,1
1103670,26.202,1
1105384,26.202,1
1107098,26.202,1
1108811,26.202,1
1110525,26.202,1
1112238,26.202,1
1113952,26.202,1
1115665,26.202,1
1117379,26.202,1
1119092,26.202,1
1120806,26.202,1
1122519,25.734,1
1124233,26.202,1
1125946,26.202,1
1127660,26.202,1
1129373,26.202,1
1131087,26.670,1
1132801,26.202,1
1134514,26.202,1
1136228,26.202,1
1137941,26.202,1
1139655,26.670,1
1141368,26.202,1
1143082,26.202,1
1144795,26.202,1
1146509,26.202,1
1148222,26.202,1
1149936,26.202,1
1151649,26.202,1
1153363,26.670,1
1155076,26.202,1
1156790,26.202,1
1158504,26.670,1
1160217,26.202,1
1161931,26.202,1
1163644,26.202,1
1165358,26.202,1
1167071,26.202,1
1168785,26.202,1
1170498,26.202,1
1172212,26.202,1
1173925,26.202,1
1175639,26.670,1
1177352,26.202,1
1179066,26.202,1
1180779,26.670,1
1182493,26.202,1
1184206,26.202,1
1185920,26.202,1
1187634,26.202,1
1189347,26.202,1
1191061,26.202,1
1192774,26.202,1
1194488,26.202,1
1196201,26.202,1
1197915,26.670,1
1199628,26.202,1
1201342,26.202,1
1203055,26.202,1
1204769,26.202,1
1206482,26.202,1
1208196,26.202,1
1209909,26.202,1
